monthly_income,debt_monthly,loan_amount,years_in_business,duration_months,sector,debt_to_income,loan_to_income,defaulted
133360.0,41955.0,1595824.0,0.5,60,0,0.3146,11.9663,1
800000.0,447304.0,791042.0,4.7,12,0,0.5591,0.9888,0
408326.0,23237.0,707029.0,0.6,60,2,0.0569,1.7315,0
800000.0,417269.0,863552.0,0.5,18,3,0.5216,1.0794,0
144915.0,16073.0,593036.0,0.6,48,4,0.1109,4.0923,0
290814.0,65876.0,835861.0,4.3,24,3,0.2265,2.8742,0
444040.0,36555.0,511383.0,1.6,36,4,0.0823,1.1517,0
457205.0,9298.0,1566827.0,6.2,48,1,0.0203,3.427,0
322854.0,166302.0,681361.0,2.2,36,1,0.5151,2.1104,0
684193.0,104291.0,579806.0,0.5,36,0,0.1524,0.8474,0
209539.0,84143.0,418756.0,3.8,24,1,0.4016,1.9985,0
400446.0,77476.0,857062.0,0.5,24,2,0.1935,2.1403,0
481281.0,273178.0,816077.0,4.7,60,3,0.5676,1.6956,0
634192.0,131568.0,920852.0,0.6,24,0,0.2075,1.452,0
728054.0,176941.0,393820.0,1.3,18,1,0.243,0.5409,0
201340.0,33962.0,279090.0,4.3,12,2,0.1687,1.3862,0
151164.0,18108.0,1061671.0,9.3,6,2,0.1198,7.0233,0
800000.0,342531.0,1777619.0,1.4,24,0,0.4282,2.222,0
558282.0,156616.0,394032.0,5.3,12,3,0.2805,0.7058,0
261989.0,6689.0,1892984.0,0.6,60,0,0.0255,7.2254,0
800000.0,460707.0,864881.0,4.9,24,4,0.5759,1.0811,0
479727.0,118337.0,726332.0,3.2,6,4,0.2467,1.5141,0
800000.0,101273.0,574624.0,0.6,48,1,0.1266,0.7183,0
463825.0,35671.0,317835.0,1.1,24,1,0.0769,0.6852,0
800000.0,105429.0,1319333.0,0.5,12,2,0.1318,1.6492,0
800000.0,273882.0,458005.0,1.4,60,1,0.3424,0.5725,0
371656.0,164379.0,456853.0,0.7,60,0,0.4423,1.2292,1
800000.0,183217.0,1322660.0,3.1,18,4,0.229,1.6533,0
695067.0,565327.0,235675.0,15.6,60,1,0.8133,0.3391,0
800000.0,166339.0,292389.0,0.5,48,0,0.2079,0.3655,0
225157.0,58729.0,721523.0,2.3,60,2,0.2608,3.2045,0
715142.0,78327.0,869758.0,2.6,60,0,0.1095,1.2162,0
800000.0,200681.0,975632.0,7.4,48,0,0.2509,1.2195,0
129170.0,59615.0,608603.0,2.1,48,1,0.4615,4.7117,1
193246.0,120286.0,3329131.0,2.4,6,1,0.6225,17.2274,1
106142.0,42296.0,636198.0,1.9,12,2,0.3985,5.9938,1
366376.0,21519.0,635094.0,0.9,36,4,0.0587,1.7334,0
731081.0,72878.0,452168.0,0.5,60,3,0.0997,0.6185,0
800000.0,46996.0,785711.0,1.6,36,0,0.0587,0.9821,0
465965.0,65466.0,1054921.0,0.5,36,0,0.1405,2.2639,0
800000.0,145085.0,1501758.0,2.4,18,2,0.1814,1.8772,0
168372.0,20335.0,298471.0,1.1,24,2,0.1208,1.7727,0
134273.0,51076.0,629325.0,2.3,60,3,0.3804,4.6869,1
425541.0,49154.0,953622.0,0.5,24,2,0.1155,2.241,0
578877.0,199273.0,1037407.0,8.1,24,0,0.3442,1.7921,0
432403.0,183354.0,732288.0,6.7,18,1,0.424,1.6935,0
104067.0,23189.0,1009993.0,0.6,36,3,0.2228,9.7052,1
415657.0,206422.0,448930.0,1.3,48,4,0.4966,1.08,0
177526.0,65195.0,1857502.0,2.9,24,0,0.3672,10.4633,0
706989.0,124858.0,1323218.0,0.5,48,1,0.1766,1.8716,0
571842.0,147572.0,325476.0,1.3,48,0,0.2581,0.5692,0
229139.0,43414.0,382674.0,0.9,18,1,0.1895,1.6701,0
308752.0,128299.0,389199.0,7.4,18,0,0.4155,1.2606,0
210776.0,78760.0,1095566.0,5.7,12,4,0.3737,5.1978,0
423422.0,133693.0,337447.0,2.6,60,2,0.3157,0.797,0
800000.0,67195.0,598024.0,2.2,24,3,0.084,0.7475,0
221902.0,37812.0,958210.0,8.0,36,4,0.1704,4.3182,0
629595.0,93034.0,701026.0,8.1,6,0,0.1478,1.1135,0
305230.0,12193.0,851992.0,10.5,18,2,0.0399,2.7913,0
253974.0,26234.0,384815.0,0.5,48,3,0.1033,1.5152,0
410478.0,43163.0,1042271.0,0.5,12,2,0.1052,2.5392,0
214342.0,48841.0,504878.0,3.4,6,2,0.2279,2.3555,0
300272.0,121215.0,600326.0,2.3,18,1,0.4037,1.9993,0
191278.0,35465.0,841246.0,0.5,12,2,0.1854,4.398,0
800000.0,188506.0,775953.0,0.5,48,1,0.2356,0.9699,0
453470.0,106877.0,739987.0,6.6,24,1,0.2357,1.6318,0
271086.0,69314.0,464922.0,6.1,60,0,0.2557,1.715,0
513901.0,142513.0,609425.0,1.3,60,0,0.2773,1.1859,0
408959.0,201578.0,730373.0,6.7,12,0,0.4929,1.7859,0
379011.0,85132.0,319639.0,2.7,18,0,0.2246,0.8434,0
680047.0,338591.0,552650.0,4.9,60,1,0.4979,0.8127,0
751822.0,203606.0,920441.0,1.7,60,0,0.2708,1.2243,0
305178.0,74706.0,338926.0,0.5,24,0,0.2448,1.1106,0
295649.0,209006.0,1460003.0,1.7,48,3,0.7069,4.9383,1
364931.0,160759.0,1562454.0,1.8,36,3,0.4405,4.2815,0
88314.0,3783.0,345556.0,2.4,60,3,0.0428,3.9128,0
153180.0,51819.0,1647174.0,0.5,12,4,0.3383,10.7532,1
800000.0,87450.0,669209.0,14.3,6,0,0.1093,0.8365,0
800000.0,223262.0,937628.0,0.8,48,0,0.2791,1.172,0
371638.0,45784.0,541452.0,0.7,24,1,0.1232,1.4569,0
662377.0,205903.0,1269111.0,2.2,48,4,0.3109,1.916,0
550111.0,319485.0,930667.0,2.3,24,3,0.5808,1.6918,0
800000.0,281615.0,447534.0,1.7,48,1,0.352,0.5594,0
800000.0,169300.0,362536.0,4.4,36,0,0.2116,0.4532,0
404520.0,77102.0,303707.0,2.2,12,2,0.1906,0.7508,0
226641.0,119834.0,816486.0,2.8,6,0,0.5287,3.6026,1
143701.0,49457.0,1028367.0,3.9,60,1,0.3442,7.1563,0
510132.0,259904.0,1077958.0,0.5,36,4,0.5095,2.1131,0
260551.0,101310.0,679567.0,2.5,12,2,0.3888,2.6082,0
163476.0,40644.0,364325.0,6.5,6,4,0.2486,2.2286,0
281362.0,91682.0,484443.0,0.5,48,1,0.3259,1.7218,0
207506.0,127855.0,1456299.0,1.6,60,2,0.6161,7.0181,1
800000.0,210989.0,545372.0,7.8,6,3,0.2637,0.6817,0
800000.0,145750.0,794963.0,1.3,18,2,0.1822,0.9937,0
439951.0,75625.0,382548.0,1.8,6,2,0.1719,0.8695,0
800000.0,317365.0,892650.0,12.0,12,2,0.3967,1.1158,0
467034.0,94552.0,554260.0,0.7,36,3,0.2025,1.1868,0
242099.0,55353.0,1366861.0,0.5,60,0,0.2286,5.6459,0
800000.0,370793.0,1160237.0,5.9,36,1,0.4635,1.4503,0
645149.0,65281.0,541759.0,6.1,60,1,0.1012,0.8397,0
214042.0,59914.0,676036.0,1.9,18,4,0.2799,3.1584,0
387226.0,190309.0,524044.0,2.2,12,4,0.4915,1.3533,0
239682.0,75738.0,311246.0,5.4,6,0,0.316,1.2986,0
168054.0,47344.0,436060.0,4.0,18,0,0.2817,2.5948,0
800000.0,301935.0,821535.0,0.9,48,4,0.3774,1.0269,0
800000.0,258536.0,886606.0,0.5,24,0,0.3232,1.1083,0
166209.0,40784.0,797414.0,2.0,48,0,0.2454,4.7976,0
656107.0,33330.0,608627.0,5.9,12,0,0.0508,0.9276,0
280562.0,109225.0,1276765.0,6.8,18,0,0.3893,4.5507,0
314586.0,28610.0,757762.0,9.4,36,2,0.0909,2.4088,0
292238.0,118826.0,1112313.0,6.3,18,1,0.4066,3.8062,0
241641.0,11873.0,251635.0,2.6,24,1,0.0491,1.0414,0
457698.0,61359.0,69325.0,1.8,12,4,0.1341,0.1515,0
247294.0,76997.0,864817.0,4.5,18,0,0.3114,3.4971,0
534624.0,125505.0,310252.0,4.0,60,0,0.2348,0.5803,0
427126.0,88223.0,642119.0,2.3,48,3,0.2066,1.5033,0
374271.0,255124.0,608494.0,0.5,6,3,0.6817,1.6258,1
234382.0,96703.0,1890667.0,7.8,48,0,0.4126,8.0666,0
295452.0,15695.0,927268.0,1.8,12,1,0.0531,3.1385,0
750709.0,368312.0,805739.0,1.4,18,1,0.4906,1.0733,0
628218.0,285711.0,1205247.0,3.0,48,2,0.4548,1.9185,0
223175.0,80525.0,909908.0,3.4,18,0,0.3608,4.0771,0
474270.0,89194.0,554263.0,0.7,48,1,0.1881,1.1687,0
748608.0,296560.0,1387322.0,5.4,12,0,0.3961,1.8532,0
137505.0,39076.0,374801.0,1.0,36,3,0.2842,2.7257,0
647162.0,282526.0,885536.0,0.6,48,1,0.4366,1.3683,0
278219.0,39482.0,288214.0,1.6,6,1,0.1419,1.0359,0
659620.0,115519.0,824363.0,3.9,48,0,0.1751,1.2498,0
259294.0,28366.0,818963.0,10.1,12,0,0.1094,3.1584,0
125064.0,18878.0,1994438.0,5.0,48,2,0.1509,15.9473,1
141594.0,28286.0,285220.0,8.5,6,3,0.1998,2.0143,0
457558.0,148129.0,508626.0,0.5,60,2,0.3237,1.1116,0
530622.0,80810.0,1194943.0,0.5,6,2,0.1523,2.252,0
234915.0,63781.0,891972.0,2.4,12,0,0.2715,3.797,0
691774.0,335579.0,812753.0,1.0,18,2,0.4851,1.1749,0
138266.0,49734.0,410988.0,5.3,48,0,0.3597,2.9724,0
422415.0,83081.0,511708.0,3.3,36,0,0.1967,1.2114,0
189527.0,2944.0,1539587.0,10.6,6,3,0.0155,8.1233,0
280328.0,78486.0,707218.0,0.9,60,3,0.28,2.5228,0
457338.0,85093.0,913662.0,2.0,6,2,0.1861,1.9978,0
242246.0,28321.0,680707.0,2.1,48,3,0.1169,2.81,0
338003.0,96915.0,358667.0,0.8,18,4,0.2867,1.0611,0
800000.0,361972.0,1277335.0,2.7,48,0,0.4525,1.5967,0
295427.0,50749.0,986521.0,1.8,60,4,0.1718,3.3393,0
794116.0,333388.0,2909181.0,1.8,60,2,0.4198,3.6634,0
200627.0,46840.0,396587.0,1.4,12,3,0.2335,1.9767,0
641050.0,219933.0,1194865.0,0.5,36,2,0.3431,1.8639,0
800000.0,383925.0,332061.0,2.2,48,2,0.4799,0.4151,0
78421.0,1250.0,801634.0,1.2,6,2,0.0159,10.2222,0
253260.0,89261.0,1310480.0,0.5,6,1,0.3524,5.1744,0
662616.0,435819.0,210390.0,1.1,12,4,0.6577,0.3175,0
383797.0,206458.0,645023.0,1.0,18,0,0.5379,1.6806,0
573666.0,70421.0,520255.0,1.5,48,1,0.1228,0.9069,0
289877.0,91687.0,478698.0,0.5,24,0,0.3163,1.6514,1
470059.0,337642.0,919079.0,2.1,18,0,0.7183,1.9552,1
396736.0,83171.0,1428894.0,3.5,6,0,0.2096,3.6016,0
800000.0,383873.0,673358.0,3.0,60,0,0.4798,0.8417,0
528657.0,159106.0,825126.0,4.9,48,1,0.301,1.5608,0
560353.0,123269.0,781199.0,1.8,60,1,0.22,1.3941,0
331600.0,158419.0,730206.0,2.2,6,0,0.4777,2.2021,0
314480.0,150049.0,379418.0,5.0,36,0,0.4771,1.2065,0
326835.0,42549.0,1418438.0,1.7,18,4,0.1302,4.3399,0
583101.0,309277.0,870756.0,3.6,24,0,0.5304,1.4933,0
329493.0,1769.0,924427.0,1.7,36,1,0.0054,2.8056,0
541903.0,116091.0,449591.0,1.6,24,0,0.2142,0.8297,0
800000.0,232630.0,553750.0,4.3,36,0,0.2908,0.6922,0
800000.0,168518.0,656265.0,0.6,18,2,0.2106,0.8203,0
352140.0,98540.0,290548.0,1.2,6,1,0.2798,0.8251,0
800000.0,146812.0,264919.0,0.8,24,1,0.1835,0.3311,0
332484.0,87518.0,508668.0,1.3,18,0,0.2632,1.5299,0
106225.0,44621.0,998004.0,0.8,24,2,0.4201,9.3952,1
218456.0,60631.0,492928.0,2.6,18,3,0.2775,2.2564,0
119425.0,74477.0,395821.0,4.8,36,0,0.6236,3.3144,0
345912.0,95013.0,447391.0,4.6,18,0,0.2747,1.2934,0
448154.0,103602.0,555039.0,1.4,36,0,0.2312,1.2385,0
800000.0,600081.0,589886.0,13.5,6,2,0.7501,0.7374,0
556181.0,271251.0,2674607.0,2.7,36,0,0.4877,4.8089,0
379507.0,146414.0,1373362.0,1.5,12,1,0.3858,3.6188,0
790629.0,53405.0,1348987.0,5.4,6,0,0.0675,1.7062,0
94109.0,54540.0,1470552.0,3.9,60,0,0.5795,15.6261,1
521743.0,220216.0,400596.0,4.2,60,0,0.4221,0.7678,0
758885.0,81661.0,350313.0,0.7,60,1,0.1076,0.4616,0
157155.0,58729.0,375449.0,1.9,48,0,0.3737,2.389,0
800000.0,109939.0,1624489.0,5.9,48,1,0.1374,2.0306,0
560703.0,298736.0,525279.0,2.1,18,2,0.5328,0.9368,0
330810.0,182026.0,344272.0,3.5,18,1,0.5502,1.0407,0
688966.0,311962.0,563207.0,2.7,12,2,0.4528,0.8175,0
800000.0,148661.0,632121.0,5.5,18,2,0.1858,0.7902,0
502478.0,220645.0,856876.0,1.0,6,2,0.4391,1.7053,0
526367.0,46085.0,847945.0,2.6,6,4,0.0876,1.6109,0
320760.0,97048.0,443783.0,0.5,60,0,0.3026,1.3835,0
244045.0,55380.0,1100631.0,3.5,36,0,0.2269,4.5099,0
791144.0,174680.0,497069.0,3.9,24,2,0.2208,0.6283,0
242982.0,22650.0,664131.0,0.5,18,2,0.0932,2.7333,0
465141.0,135765.0,1101369.0,3.4,12,1,0.2919,2.3678,0
316678.0,40962.0,496286.0,1.6,60,0,0.1294,1.5672,0
618644.0,119439.0,518341.0,0.5,48,2,0.1931,0.8379,0
558809.0,214677.0,1040280.0,1.6,6,4,0.3842,1.8616,0
800000.0,232015.0,435984.0,0.6,6,1,0.29,0.545,0
309585.0,60943.0,579039.0,1.6,6,4,0.1969,1.8704,0
366256.0,48224.0,1018097.0,1.5,24,1,0.1317,2.7797,0
222986.0,77101.0,2501636.0,4.0,24,0,0.3458,11.2188,0
324161.0,116657.0,1048890.0,4.5,18,1,0.3599,3.2357,0
576143.0,97798.0,968578.0,2.8,48,1,0.1697,1.6811,0
751549.0,155746.0,1002975.0,0.5,12,2,0.2072,1.3345,0
231998.0,69113.0,383113.0,8.0,24,1,0.2979,1.6514,0
800000.0,103194.0,781803.0,3.5,36,1,0.129,0.9773,0
800000.0,260570.0,716505.0,0.5,24,0,0.3257,0.8956,0
590901.0,66086.0,884653.0,5.1,6,0,0.1118,1.4971,0
800000.0,115520.0,782231.0,0.7,12,1,0.1444,0.9778,0
257390.0,1872.0,916044.0,2.6,18,4,0.0073,3.559,0
185117.0,25664.0,605082.0,1.9,24,0,0.1386,3.2687,0
127376.0,5967.0,755523.0,1.6,6,3,0.0468,5.9315,0
800000.0,160634.0,349166.0,6.6,60,1,0.2008,0.4365,0
699454.0,119991.0,602026.0,1.7,36,0,0.1715,0.8607,0
425530.0,22030.0,1680329.0,0.5,36,0,0.0518,3.9488,0
538196.0,145510.0,883181.0,8.8,60,0,0.2704,1.641,0
201221.0,106229.0,720318.0,7.6,18,4,0.5279,3.5797,0
800000.0,534318.0,2275417.0,3.5,18,2,0.6679,2.8443,0
484298.0,29760.0,322384.0,1.9,24,4,0.0614,0.6657,0
477623.0,147613.0,374867.0,0.5,18,3,0.3091,0.7849,0
735302.0,259346.0,2038300.0,4.7,48,2,0.3527,2.7721,0
619524.0,250036.0,749811.0,0.5,48,2,0.4036,1.2103,0
517476.0,110964.0,630615.0,0.5,6,2,0.2144,1.2186,0
254401.0,86711.0,355215.0,2.3,6,2,0.3408,1.3963,0
615400.0,253767.0,954190.0,0.5,6,0,0.4124,1.5505,0
800000.0,457949.0,1011228.0,0.5,48,1,0.5724,1.264,0
800000.0,234383.0,378247.0,1.7,24,2,0.293,0.4728,0
800000.0,31424.0,670537.0,0.5,24,0,0.0393,0.8382,0
309325.0,69059.0,596414.0,0.5,18,1,0.2233,1.9281,1
221300.0,75222.0,850506.0,0.5,24,3,0.3399,3.8432,1
405124.0,74414.0,372670.0,0.7,6,1,0.1837,0.9199,0
460012.0,178745.0,1545980.0,3.8,12,2,0.3886,3.3607,0
800000.0,67702.0,1263624.0,5.0,6,0,0.0846,1.5795,0
135303.0,87055.0,586598.0,1.8,48,3,0.6434,4.3354,1
800000.0,143764.0,640592.0,2.1,60,1,0.1797,0.8007,0
396089.0,39231.0,672089.0,0.5,12,4,0.099,1.6968,0
328136.0,43319.0,457263.0,0.5,18,4,0.132,1.3935,0
217842.0,105986.0,559021.0,0.9,36,4,0.4865,2.5662,0
138913.0,19746.0,620225.0,2.4,60,0,0.1421,4.4649,0
787186.0,252153.0,1919780.0,4.0,24,1,0.3203,2.4388,0
465712.0,271738.0,1287189.0,2.8,24,4,0.5835,2.7639,0
179338.0,22914.0,1277982.0,1.5,48,3,0.1278,7.1261,0
178697.0,91343.0,910688.0,0.5,6,4,0.5112,5.0963,1
349742.0,142959.0,373101.0,4.6,6,2,0.4088,1.0668,0
800000.0,32503.0,711482.0,1.4,12,1,0.0406,0.8894,0
368902.0,161727.0,1305756.0,4.0,24,0,0.4384,3.5396,0
154477.0,68515.0,342848.0,2.2,60,3,0.4435,2.2194,0
372495.0,13384.0,1068677.0,4.0,48,2,0.0359,2.869,0
365526.0,95026.0,2938958.0,7.1,60,0,0.26,8.0403,0
66982.0,19324.0,1379305.0,7.6,18,0,0.2885,20.5922,1
425914.0,89045.0,1703878.0,2.3,6,2,0.2091,4.0005,0
376377.0,69668.0,831514.0,2.1,60,2,0.1851,2.2093,0
720243.0,51769.0,1303755.0,0.9,24,0,0.0719,1.8102,0
800000.0,278180.0,474154.0,8.2,36,0,0.3477,0.5927,0
800000.0,7251.0,1175869.0,1.8,48,0,0.0091,1.4698,0
366509.0,99235.0,1080174.0,0.5,12,0,0.2708,2.9472,0
203910.0,42040.0,868000.0,1.7,6,4,0.2062,4.2568,0
800000.0,188311.0,1606558.0,0.5,6,2,0.2354,2.0082,0
461138.0,170750.0,527935.0,2.1,18,2,0.3703,1.1449,0
446748.0,92674.0,651978.0,2.5,6,3,0.2074,1.4594,0
435005.0,144422.0,772415.0,1.2,48,1,0.332,1.7756,0
508215.0,123779.0,393263.0,0.5,24,3,0.2436,0.7738,0
399891.0,73152.0,835812.0,8.6,24,4,0.1829,2.0901,0
296095.0,78598.0,260053.0,4.5,24,2,0.2654,0.8783,0
301703.0,112022.0,1367060.0,5.5,36,1,0.3713,4.5311,0
432385.0,146727.0,750115.0,1.4,36,2,0.3393,1.7348,0
302429.0,4872.0,533633.0,4.3,6,4,0.0161,1.7645,0
268608.0,99396.0,442137.0,2.0,60,0,0.37,1.646,0
476633.0,147437.0,633650.0,0.7,36,0,0.3093,1.3294,0
370095.0,12723.0,1102351.0,0.5,60,4,0.0344,2.9786,0
800000.0,326456.0,1013219.0,1.3,60,4,0.4081,1.2665,0
69170.0,19846.0,477671.0,0.5,36,1,0.2869,6.9058,1
800000.0,501886.0,439053.0,19.1,18,1,0.6274,0.5488,0
800000.0,104003.0,1081803.0,0.5,36,0,0.13,1.3523,0
103635.0,38174.0,472877.0,1.7,12,1,0.3683,4.5629,1
348056.0,71984.0,756113.0,1.8,12,4,0.2068,2.1724,0
341121.0,171161.0,785639.0,1.1,60,0,0.5018,2.3031,1
165172.0,42457.0,879613.0,2.5,12,1,0.257,5.3254,0
256665.0,155060.0,1220733.0,0.5,6,4,0.6041,4.7561,1
203332.0,15955.0,341882.0,4.6,24,1,0.0785,1.6814,0
800000.0,236476.0,231724.0,1.2,18,3,0.2956,0.2897,0
800000.0,294782.0,518934.0,2.7,6,1,0.3685,0.6487,0
800000.0,314486.0,2149868.0,3.8,24,3,0.3931,2.6873,0
733198.0,387998.0,2454183.0,6.6,18,4,0.5292,3.3472,0
200720.0,62216.0,2188455.0,5.4,60,1,0.31,10.903,1
306458.0,17399.0,649664.0,2.8,18,3,0.0568,2.1199,0
623162.0,96902.0,250379.0,1.5,18,4,0.1555,0.4018,0
188059.0,17865.0,178827.0,2.1,12,4,0.095,0.9509,0
728759.0,480590.0,504628.0,4.4,12,1,0.6595,0.6924,0
373911.0,87843.0,647682.0,6.3,12,1,0.2349,1.7322,0
340314.0,68906.0,1591799.0,0.5,18,1,0.2025,4.6774,0
727720.0,248297.0,1227737.0,1.5,48,1,0.3412,1.6871,0
603792.0,224184.0,836049.0,4.5,18,1,0.3713,1.3847,0
343631.0,88624.0,427664.0,1.7,12,0,0.2579,1.2445,0
800000.0,262749.0,409844.0,1.2,18,2,0.3284,0.5123,0
207577.0,87127.0,849562.0,1.6,12,1,0.4197,4.0928,0
680889.0,89088.0,1108181.0,2.8,12,3,0.1308,1.6275,0
670092.0,219459.0,922764.0,20.0,12,3,0.3275,1.3771,0
356225.0,110097.0,392088.0,2.0,60,1,0.3091,1.1007,0
555872.0,246416.0,1077766.0,0.7,60,1,0.4433,1.9389,0
184282.0,83287.0,941798.0,0.5,48,3,0.452,5.1106,0
800000.0,141300.0,383694.0,0.5,24,0,0.1766,0.4796,0
388702.0,25767.0,455617.0,2.5,18,0,0.0663,1.1721,0
306844.0,81638.0,1102507.0,2.4,6,3,0.2661,3.5931,0
800000.0,280109.0,633678.0,0.7,12,0,0.3501,0.7921,0
270211.0,139455.0,1892650.0,3.6,48,3,0.5161,7.0043,1
165062.0,18108.0,985276.0,4.1,6,4,0.1097,5.9691,0
148800.0,9321.0,544717.0,0.9,60,1,0.0626,3.6607,0
676175.0,89632.0,724964.0,1.3,24,3,0.1326,1.0722,0
180539.0,10530.0,757690.0,14.0,18,1,0.0583,4.1968,0
800000.0,260322.0,471166.0,1.4,60,3,0.3254,0.589,0
103017.0,29731.0,421868.0,4.3,48,3,0.2886,4.0951,0
800000.0,282546.0,1111070.0,1.8,12,0,0.3532,1.3888,0
512836.0,68715.0,1211251.0,4.7,12,2,0.134,2.3619,0
413454.0,168187.0,1047869.0,4.4,12,2,0.4068,2.5344,0
302113.0,47219.0,1810640.0,3.3,48,0,0.1563,5.9933,0
585016.0,173726.0,526990.0,5.8,60,4,0.297,0.9008,0
430911.0,277248.0,1991826.0,8.4,6,1,0.6434,4.6224,0
800000.0,113697.0,424831.0,2.6,24,1,0.1421,0.531,0
479241.0,80032.0,397277.0,0.8,18,0,0.167,0.829,0
491497.0,63745.0,253730.0,1.5,24,2,0.1297,0.5162,0
342995.0,61152.0,558228.0,4.3,60,3,0.1783,1.6275,0
425125.0,72597.0,539159.0,3.2,12,2,0.1708,1.2682,0
548785.0,101670.0,1000052.0,0.6,24,3,0.1853,1.8223,0
133637.0,29257.0,844360.0,0.5,6,2,0.2189,6.3183,0
172176.0,58243.0,356545.0,3.4,36,0,0.3383,2.0708,0
744364.0,342742.0,576289.0,0.9,60,1,0.4604,0.7742,0
498623.0,150137.0,583689.0,2.1,36,0,0.3011,1.1706,0
388952.0,93730.0,251302.0,4.1,18,0,0.241,0.6461,0
448159.0,18760.0,404915.0,2.5,18,0,0.0419,0.9035,0
564281.0,366352.0,459324.0,0.5,24,4,0.6492,0.814,1
303206.0,85223.0,1724030.0,0.6,18,4,0.2811,5.686,1
256578.0,74752.0,818207.0,0.7,60,0,0.2913,3.1889,0
507419.0,277199.0,1085229.0,0.9,48,1,0.5463,2.1387,0
223047.0,42310.0,296801.0,2.5,6,0,0.1897,1.3307,0
588762.0,146364.0,1493344.0,2.1,12,3,0.2486,2.5364,0
134348.0,59009.0,1592254.0,0.7,12,1,0.4392,11.8517,1
800000.0,370886.0,219914.0,0.5,24,2,0.4636,0.2749,0
615887.0,164600.0,477734.0,0.6,12,1,0.2673,0.7757,0
529252.0,149212.0,982111.0,12.5,24,2,0.2819,1.8557,0
800000.0,455418.0,1073713.0,1.9,18,1,0.5693,1.3421,0
800000.0,178936.0,485485.0,6.1,18,0,0.2237,0.6069,0
800000.0,184490.0,607253.0,5.7,48,0,0.2306,0.7591,0
121953.0,43068.0,509697.0,2.1,48,1,0.3532,4.1795,0
180646.0,41936.0,779378.0,3.7,6,4,0.2321,4.3144,0
285680.0,68117.0,1496003.0,0.6,12,1,0.2384,5.2366,0
450568.0,164576.0,459261.0,3.5,60,0,0.3653,1.0193,0
635623.0,262717.0,1329738.0,1.0,48,4,0.4133,2.092,0
266194.0,37607.0,456342.0,5.4,6,0,0.1413,1.7143,0
504204.0,140643.0,438635.0,0.5,36,0,0.2789,0.87,0
260728.0,124372.0,1192016.0,4.5,48,3,0.477,4.5719,0
288352.0,104325.0,1268267.0,0.5,6,2,0.3618,4.3983,1
165270.0,48953.0,1215719.0,6.4,24,1,0.2962,7.3559,0
231825.0,80264.0,331215.0,1.1,24,3,0.3462,1.4287,0
171754.0,18628.0,551518.0,3.2,6,2,0.1085,3.2111,0
223438.0,50700.0,1195163.0,2.0,18,0,0.2269,5.349,0
800000.0,120413.0,747826.0,1.4,36,2,0.1505,0.9348,0
227617.0,67035.0,382998.0,3.1,6,2,0.2945,1.6826,0
800000.0,428973.0,960290.0,8.8,48,4,0.5362,1.2004,0
624885.0,85931.0,475022.0,0.5,18,4,0.1375,0.7602,0
503523.0,133091.0,2140853.0,7.5,6,1,0.2643,4.2517,0
242595.0,40451.0,1842999.0,2.8,12,2,0.1667,7.597,0
722315.0,93002.0,1048067.0,4.9,48,0,0.1288,1.451,0
295686.0,96647.0,1650525.0,1.5,48,0,0.3269,5.582,0
481859.0,55781.0,758331.0,1.9,24,1,0.1158,1.5738,0
800000.0,270734.0,1154598.0,6.1,12,2,0.3384,1.4432,0
413643.0,148845.0,1770251.0,1.6,12,2,0.3598,4.2797,0
800000.0,139026.0,845175.0,2.3,48,1,0.1738,1.0565,0
270432.0,75262.0,625864.0,0.5,36,3,0.2783,2.3143,0
431709.0,291056.0,262295.0,0.5,60,3,0.6742,0.6076,0
800000.0,29082.0,693925.0,3.1,18,2,0.0364,0.8674,0
285251.0,64037.0,1195475.0,3.8,24,0,0.2245,4.191,0
800000.0,478677.0,1286428.0,2.6,12,3,0.5983,1.608,0
726088.0,251688.0,987191.0,0.5,24,4,0.3466,1.3596,0
298425.0,120315.0,527140.0,1.8,48,0,0.4032,1.7664,0
688786.0,363713.0,222773.0,1.3,18,1,0.528,0.3234,0
800000.0,367955.0,541919.0,2.1,6,4,0.4599,0.6774,0
683695.0,229353.0,607674.0,6.1,12,2,0.3355,0.8888,0
147391.0,57500.0,604552.0,4.5,18,1,0.3901,4.1017,0
265934.0,38965.0,1057199.0,0.5,60,0,0.1465,3.9754,0
372033.0,86901.0,2401024.0,6.6,24,2,0.2336,6.4538,0
419952.0,224920.0,785533.0,1.9,48,1,0.5356,1.8705,0
683151.0,372925.0,640472.0,4.1,18,0,0.5459,0.9375,0
501015.0,146921.0,624350.0,0.5,6,1,0.2932,1.2462,0
173730.0,45274.0,785936.0,3.3,18,0,0.2606,4.5239,0
577312.0,84396.0,443753.0,0.8,48,2,0.1462,0.7687,0
678344.0,260201.0,783965.0,1.7,24,4,0.3836,1.1557,0
654648.0,24357.0,955975.0,0.5,12,1,0.0372,1.4603,0
800000.0,122127.0,827208.0,0.5,60,2,0.1527,1.034,0
793132.0,261015.0,959843.0,0.5,60,1,0.3291,1.2102,0
610129.0,185119.0,946237.0,0.8,12,0,0.3034,1.5509,0
421209.0,112144.0,251919.0,0.5,36,4,0.2662,0.5981,0
138320.0,33107.0,1068880.0,3.5,24,0,0.2394,7.7276,0
597633.0,40197.0,487668.0,0.5,60,0,0.0673,0.816,0
511642.0,277369.0,377942.0,2.9,36,1,0.5421,0.7387,0
535044.0,89315.0,375994.0,0.5,36,2,0.1669,0.7027,0
